site,review,month,day,year,rate,sentiment,
agoda,It took 4 hours before i was checked in! Arrived and registered at 11am (i requested for early check in) and was told that the room was no longer occupied but is still for cleaning. I went out for lunch and was back at 1PM only to be told that the room has not been cleaned yet since the room service was still cleaning the rooms near my assigned room. I waited again but there was nowhere to go since it was raining hard in tagaytay. Went back to the front desk at 230PM and now their reason was that the aircon in the room i was assigned needs to be fixed! The experience was so frustrating and to experience this in a 4star hotel is beyond words. Better to choose other boutique hotels in the vicinity they might have better and faster ways of checking you in!,Dec,18,2016,48,neg,
agoda,This hotel has the best view of the taal lake and volcano. We love the location as it is very accessible. It is also just beside sky ranch. The staff were very nice and greets you whenever you come across them. This hotel needs some updates in their facilities as it shows the age of the property  it exudes luxury however  some of the facilities look rather outdated. The carpet in front of the ballroom looks aging and it needs an extreme makeover. Our room does not have the best view either  the in room safe was not working properly and the gym equipment is also old.,Dec,18,2016,72,pos,
agoda,Big hotel  good scenery  and I love the breakfast. Yet  the room is quite old  and the balcony is really dirty.,Dec,14,2016,88,pos,
agoda,Excellent,Dec,12,2016,100,pos,
agoda,The staff are every accomodating and friendly. We have a wonderful stay at this hotel.,Dec,12,2016,84,pos,
agoda,Amazing biew,Dec,11,2016,92,pos,
agoda,Traffic is so bad in the area of Tagaytay,Dec,11,2016,80,pos,
agoda,We paid too much for the room that is old  we requested to be transferred they said agoda bookings r allocated only in the old wing  very unprofessional,Dec,07,2016,64,neg,
agoda,When I book The price was confirmed 1207 HKD. When I paid 1450HKD (9500 PHP). I'm not going to use Agoda anymore!,Dec,06,2016,60,neg,
agoda,The hotel is well maintained and very clean. The front office manager  Mr. Edward Clyde R. Manuel assisted me at the registration desk and I even got a room upgrade with a very nice view of Taal volcano! My only concern was that the registration desk was far from my room and I had to walk about 100 meters to get to the front desk. Aside from the aforementioned  everything was great and I had a pleasant stay..,Dec,06,2016,96,pos,
agoda,1. the system is not updated. I was told that i booked 5 rooms but i only booked 3 rooms. I have a room cancellation more than a week before our reservation and i still have to use my data just to let them see my confirmation of cancellation. 2. The first room was given to us at around 12:30pm and I was pleasant about it  but then the 2 other rooms was given to us as late as 5pm. The check in time is 2pm. We should already be enjoying our stay for that 3 hours and yet we were pissed by waiting that long. 3. When the room was given to us  the other room smells like vomit. And the other room that was given to us was at the other building. We went there as family with senior and a 1 year old child. How can we enjoy it when my other relatives were way far. 4. The other rooms didnt have shampoos and conditioner. 5. I asked for an extra pillow at around 5:30pm. The pillow was given to me at 8:30pm  about 5 to 10 minutes after i was angrily followed up my request. 6. i dialled 3 to request a chopstick since it was written there. Then the operator told me to just dialled i think 7 or 6 for my request. They should have just connect me to the right operator (thats how it supposed to be right?) So yeah  im really disappointed,Dec,05,2016,64,neg,
agoda,Pros * well mannered hotel staff * nice view Cons * need exterior painting of the mountain View building * staff from the Kultura store/shop need more training on how to handle/assist their customers. We had an experience with one of the staff...,Dec,05,2016,80,neg,
agoda,Food wax good staff ok location good view qmwas good,Dec,05,2016,64,pos,
agoda,Relaxing,Dec,03,2016,84,pos,
agoda,The room and hotel ambiance was nice and comfortable. My two kids enjoyed the view at the view deck. Surely a relaxing experience.,Dec,01,2016,84,pos,
agoda,Our favorite hotel in tagaytay .... clean and friendly staffs,Nov,29,2016,80,pos,
agoda,A big room with a view of the Taal Lake and Volcano. Great choices of food,Nov,28,2016,96,pos,
agoda,The best still in tagaytay,Nov,27,2016,88,pos,
agoda,As usual taal vista never miss to amaze us! The location  the ambience and the whole hitel experience is always amazing. Too bad the restaurant is still nit open during our visit but still they deliver.,Nov,27,2016,84,pos,
agoda,My boyfriend and I love the food that they serve @ Veranda  i am just hoping our room has the view of Taal..,Nov,24,2016,80,pos,
agoda,The view is beautiful but the rooms are terrible dirty couches   bathrooms with no doors!!! Who does that??? Ventilation in the bathroom needs to be over the commode not over the shower !!! They need a new architect or designer!!!,Nov,20,2016,52,neg,
agoda,Near Skyranch Tagaytay..,Nov,18,2016,64,pos,
agoda,We were assigned to a room which is not very accessible. To be fair  I booked the accomodation online and they were not prewarned that we have a four-month old baby with us and we dont have a babysitter. However  upon check in  they must have seen our situation but they did not initiate our transfer. In the morning we went to veranda for the breakfast buffet. The staff said that there was no small tables available for us so she suggested that we return to the restautant near our room. She did not offer the available larger table to us even if she saw that we were having a hard time carrying our baby and his stuff (stroller & baby bag). They couldve have told us when we checked the option of having breakfast elsewhere- near our room knowing our less ideal situation. My wife had to ask the staff if we could have breakfast outside the veranda. They allowed us but I felt disappointed because they lack the iniative to think of ways to ease our situation.,Nov,17,2016,68,neg,
agoda,View is outstanding,Nov,16,2016,92,pos,
agoda,We got a two bedroom suite for the holy week break and no regrets.,Nov,15,2016,96,pos,
agoda,Pros: Accessible  Lovely view Gave my husband a lovely cake for his birthday Cons: The room that we originally booked had a broken AC. My husband and I were in our bathrobes (that we had to ask for by the way) while the ac repairman checked the unit. We were transferred to another room nearly 6pm. It had no view and was a long walk from everything. That hall wasn't quite kept.,Nov,15,2016,68,neg,
agoda,Worst customer service. Gave us the wrong room twice. The third room they gave us is located in the oldest part of hotel which construction is happening. The room had a strange odor. Will never ever visit this hotel again.,Nov,15,2016,36,neg,
agoda,#NAME?,Nov,15,2016,92,pos,
agoda,It was our anniversary. Perfect for a quiet getaway. The weather cooperated and we basked under the stars and the morning sunshine.,Nov,14,2016,92,pos,
agoda,Slightly outdated but still one of the best hotel in tagaytay.,Nov,12,2016,88,pos,
agoda,Taal vista hotel provides sumptous food for breakfast. So many choices that anyone will enjoy. Also  the function halls are very convenient for seminars and training. Also  the place is near places to visit in the area.,Nov,08,2016,80,pos,
agoda,This hotel has one of the best views in Tagaytay  but be sure to get a PREMIERE room with a balcony in the Lake Wing. The hotel's breakfast buffet has a great selection. The hotel spa is also a good way to relax and you can have your massage in your room as well. A good place to relax and recharge on weekends away from the city,Nov,08,2016,88,pos,
