site,review,date,sentiment
booking,The view from the lobby is pretty.,2016-05-12,pos
booking,Crispy bacon at the breakfast buffet,2016-05-12,pos
booking,Brkfast Buffet did not have corned beef/daing bangus,2016-05-13,neg
booking,The scenery and the breakfast.,2016-05-13,pos
booking,Very accomodating staff; Taza food was perfect!,2016-05-14,pos
booking,No value for money  too steep for available comforts. Small swimming pool considering the number of # guests and rooms  games rooms badly maintained with badly maintained pool table and games..gym has no glasses for drinking water!?,2016-05-14,neg
booking,There was one staff (during breakfast) who was rude I forgot her name  it's been almost a month since our stay ...  I wish I rated this right away though ...  anyways ... We just considered it as a glitch  to otherwise a perfect spring break!,2016-05-15,neg
booking,Good location  good view  great food options,2016-05-15,pos
booking,Our room was spacious and clean! Would definitely go back! ,2016-05-16,pos
booking,going in and out of my room  its kind of far  going outside to the stairs and in to elevator,2016-05-16,neg
booking,Nothing,2016-05-17,neg
booking,Nothing,2016-05-17,neg
booking,Very good service !,2016-05-17,pos
booking,location of my room have excellent view!,2016-05-17,pos
booking,The views and the buffet!,2016-05-18,pos
booking,You have to ask something like a teaspoon  it should be already there by the time you eat coz part of the eating table.,2016-05-19,neg
booking,If you ever book a room there  book one that facing Taal lake-floors 2 to 4.  Don't ever get the cheap room because it's like 2 floors downstairs like a parking garage. It's worth the extra peso to do that or you will be very unhappy,2016-05-19,neg
booking,I love the location of the hotel  especially the our room which is facing the task lake.,2016-05-19,pos
booking,The bed is comportable and the food is v.good,2016-05-20,pos
booking,The bathroom was too modern. There is no door separating the T&B from the room. It was clean though!,2016-05-21,neg
booking,Unbeliveable view,2016-05-22,pos
booking,-bathtub  it looked very old and unclean. I didnt want to go in at first.,2016-05-23,neg
booking,Good food (breakfast) and the bed is very comfortable,2016-05-24,pos
booking,Food choices were great and the cultural show was a bonus,2016-05-24,pos
booking,The view so relaxing.,2016-05-25,pos
booking,The bed was comfy  the aircon cold. It was a good stay!,2016-05-26,pos
booking,-Breakfast buffet spread -so much space in the room and bathroom,2016-05-27,pos
booking,The A/C in room 470 was not working well.  The hallway outside the room was also very warm.,2016-05-28,neg
booking,Location was fantastic  food was great and the service out of this world.,2016-05-29,pos
booking,Bath tub was not clean  bath tub and bathroom sink were clogged  Bed was not that comfortable  Cable was not working,2016-05-29,neg
booking,Very thorough and friendly,2016-05-29,pos
booking,We were given rooms they called ground floor but it's like basement,2016-05-30,neg
booking,I thought that the quality of the food was poor. Meals were oily.,2016-05-31,neg
booking,Very helful and courteous,2016-05-31,pos
booking,The washroom - it's not clean. The bath tub and the floor is dirty.,2016-05-31,neg
booking,The buffet breakfast was amazing,2016-05-31,pos
booking,Staff was professional  warm and friendly. Their approach seemed 'real' and customized. Even with some setbacks with breakfast buffet  they made us feel priority. Food was great. Lounge was nice. Room was clean and spacious with a comfortable bed.. Also  thank you for being very thoughtful in giving us two surprise birthday cakes. That was sweet gesture =),2016-05-31,pos
booking,I was satisfied with my mom & dad''s room 265  overlooking taal lake... The view has surprised my dad on his special day,2016-05-31,pos
booking,Attraction with the place. It needs more attraction to enjoyed,2016-06-01,neg
booking,Both beds were huge and comfy,2016-06-02,pos
booking,Rooms are very far,2016-06-03,neg
booking,Location  Bathroom smelled,2016-06-04,pos
booking,The Avis cars and drivers they hire out are extremely expensive and the particular driver we had left us feeling unsafe.,2016-06-05,neg
booking,The bed and pillows wer not comfortable. Bed is too hard  as well as the pillows were too flat,2016-06-05,neg
booking,The view of lake Taal -the entertainment in the lobby ( guitar singer and piano w/ singer) McDonald's across the street for the kids and sky park next door walking distance,2016-06-05,pos
booking,The mountain view assigned to us was overlooking what seems to be a home/residence. Not sure if that is a place for the staff. Didn't want to seem intrusive as we can see them from up our room. Also  they should check the remote controls for the a/c and TV is properly functioning. We had to call for help but it's something that could have been avoided easily.,2016-06-06,neg
booking,The view and location,2016-06-06,pos
booking,We liked the food  all staff were friendly and the room is clean.,2016-06-06,pos
booking,Bathroom had no door and toliet had no bidet,2016-06-07,neg
booking,We can hear everything that is happening in the other room.it makes us really uncomfortable,2016-06-08,neg
booking,Swimming pool nd rooms,2016-06-08,pos
booking,Room is clean and we beautiful view of Taal,2016-06-08,pos
booking,Some facilities are under renovation,2016-06-10,neg
booking,The view. The room. The hospitality.,2016-06-10,pos
booking,None,2016-06-10,neg
booking,All food is good!,2016-06-10,pos
booking,Should give more info and assistance to guests about the facilities and place to be able to explore more,2016-06-11,neg
booking,Overview room,2016-06-11,pos
booking,Toilet has no bidet.,2016-06-12,neg
booking,The breakfast buffet is excellent,2016-06-12,pos
booking,There were less vegetarian options in the meals.,2016-06-14,neg
booking,Internet connection is very fast,2016-06-14,pos
booking,Property is very well maintained Ambience of Taal view is excellent,2016-06-14,pos
booking,I cant extend my stay.  I little bit expensive though it's worth the stay.,2016-06-16,neg
booking,The gym was great and but the darts for the dart board were missing,2016-06-16,pos
booking,Right now it's not worth of 5 stars in my opinion. The breakfast isn't a good experience (not enough staff most of the times and impossible on Saturday morning  leaking A/C  had to wait for coffee...) The mountain wing shows its age.,2016-06-19,neg
booking,The location is really nice.,2016-06-19,pos
booking,The veranda cafe was under construction...we had to walk far to get to our rooms!!  Premier lake view rooms!  Still a nice stay,2016-06-21,neg
booking,the view of taal and the delicious breakfast featuring native dishes from batangas,2016-06-21,pos
booking,None,2016-06-21,neg
booking,All the staff were very accommodating and made sure that we were comfortable in our rooms. The buffet breakfast was sumptuous. The front desk staff always serve with a smile from check in to check out. They were proactive in dealing with guest and made sure that each guest request were acted upon appropriately. We really had a wonderful weekend. ,2016-06-21,pos
booking,We weren't able to use the in-room entertainment because the cable provider's digibox is broken.,2016-06-21,neg
booking,Staff were more than accommodating. Spa was a must-visit during our stay.,2016-06-21,pos
booking,It is most unfortunate that the front desk staff did not inform us that we were entitled to a discount - we are SM Advantage cardholders.  As a result  we were made to pay P 1 500.00 more.  Not good.,2016-06-24,neg
booking,This may be the best hotel in Tagaytay City insofar as location and as facilities are concerned.,2016-06-24,pos
booking,Rooms are a bit outdated,2016-06-25,neg
booking,Incredible view!,2016-06-25,pos
booking,The towels are old and threadbare.,2016-06-26,neg
booking,I booked the room for my sister celebrating their wedding anniversary. The staff sent them a cake with a greeting which was a very nice gesture.,2016-06-26,pos
