Review,Rating Date,Rating,Sentiment,Site  
Price is a bit high  but it was all worth it - considering I booked online 3 minutes before arriving at the hotel. Excellent room  high class facilities. View was superb. Breakfast buffet is great and they serve until 10:30 am. Staff are accomodating and polite.,12-Mar-17,79,pos,booking
None.,11-Mar-17,75,neg,booking
The view and cool weather,11-Mar-17,75,pos,booking
Rooms could use a bit larger airconditioning machine.,11-Mar-17,96,neg,booking
Traffic going there,11-Mar-17,71,neg,booking
Room service. Ordered coffee as we are checking out very early  it wasn't delivered at all.,9-Mar-17,,neg,booking
The view was superb  the room was spacious  very comfortable  and clean. The staff were all very accommodating and professional.,9-Mar-17,,pos,booking
It is a little confusing to find your room.  And the elevator to access your room is on the 2nd floor  not the ground floor!,3-Mar-17,,neg,booking
The view from the Lake View rooms are breathtaking! Ask for a room on the 4th floor to maximize your view of the lake and volcano.,3-Mar-17,,pos,booking
early morning noise from hotel guests at the viewing area.,1-Mar-17,,neg,booking
Loved the breakfast as there were lots of selection! Tza fresh table is a must try for a romantic dinner  amazing food and service! The view from our room was magnificent - overlooking the lake. Clean - Spacious room and comfortable to stay. All the staff were very accommodating and helpful.,1-Mar-17,,pos,booking
Too crowded @ the reception on weekends,28-Feb-17,,neg,booking
View fantastic - long walk to the central part of hotel for breakfast,28-Feb-17,,pos,booking
Generally  the bathroom in our room could have been cleaner  or better yet renovated. For one  after a hot shower the mirror fogged up and markings I LOVE U by the previous guest (most probably) appeared. Caught me by surprise and scared my a little bit. The floor/tiles looked a bit old and dirty.,28-Feb-17,81,neg,booking
The food and service,28-Feb-17,81,pos,booking
No bidet in the toilet.,27-Feb-17,88,neg,booking
The place was beautiful. Loved the garden with a view of Taal Lake. The room was nice and spacious as well. The hotel staff were accommodating and pleasant.,27-Feb-17,88,pos,booking
VEry Poor Wifi connection. EXpensive rate for an old bldg room mountain wing if I remember it right.,27-Feb-17,92,neg,booking
Hospitality of your reception desk. And the food.,27-Feb-17,92,pos,booking
Very gracious and accommodating staff Nice view of Taal Lake Generous breakfast,26-Feb-17,96,pos,booking
Location and the view,25-Feb-17,83,pos,booking
Bathroom pipeworks can be improved (rank smell even if the room is supposed to be fresh - just readied for new occupancy). Hotel rooms look very much dated. For the price they are charging per night  they should renovate or update the rooms.,21-Feb-17,,neg,booking
Great breakfast buffet spread,21-Feb-17,,pos,booking
The internet connection is really  very very poor; the food selections should be revisited by the management including its value for money; the location of the room from the main lobby is quite very discomforting; the floor in the room should not be made of tiles because its cold temperature is very very discomforting to the feet especially if you walk barefoot in the floor;  the management should consider installing bidet in the toilet;,21-Feb-17,,neg,booking
The room is spacious and the bed is comfy,21-Feb-17,,pos,booking
Service needs to be improved.,21-Feb-17,,neg,booking
Location  beyond question is really amazing and great.  The view from the room and from the observation deck is really mesmerizing. The staffs are friendly and their services are warmth and heartfelt.,21-Feb-17,,pos,booking
Dinner of Feb.14 2017. It took more than 1-1/2 hour to be served. Maybe because  the  staff are all preoccupied with the number of guest  and  they overlooked our  simple Kare-Kare  and  soup of  the  day. My wife and  I  went up Tagaytay very Hungry and  needs  to  catch up with our booking. But it is forgivable. Do not worry about it.  We  will  still patronise your very nice  hotel in the future.,20-Feb-17,,neg,booking
Breakfast was good. Friendly staff.,20-Feb-17,,pos,booking
the beddings. as if it was not changed when we get there. the smell is not as fresh.,19-Feb-17,81,neg,booking
The Hotel Staff are are very polite and accommodating.,19-Feb-17,81,pos,booking
the mountain wing is already old. needs to be refurbished,17-Feb-17,67,neg,booking
everything except the beddings,17-Feb-17,67,pos,booking
Well  after our wedding  we decided to come back and book our suite room again which is still available and at around 11 PM close to midnight they made us wait in the lobby (I was wearing my wedding gown and my groom his tux) just for housekeeping to clean it. such a bummer that nobody cleaned the suite room after we use it after the wedding preps. But it's all good :) they manage to clean the suite room in 30minutes..,17-Feb-17,96,neg,booking
i like that it is clean and doesn't smell even if the room looks old.,17-Feb-17,96,pos,booking
The great view of Taal Volcano. Nice  friendly and accomodating staff. The hotel has an interesting background and history with pictures and story around the hotel.,15-Feb-17,67,pos,booking
The Staff are hospitable and facilities are okay.,14-Feb-17,83,pos,booking
The staff and crew are the best attribute this hotel have. 2 thumbs up  I have stayed here for our wedding and they have given us Congratulatory/Welcome gifts and cakes in our room. LOve love Taal Vista!!! It's like my family's second home.,8-Feb-17,92,pos,booking
The pool water is cold. No food heater on breakfast.,8-Feb-17,,neg,booking
The romantic dinner set-up. The view of the lake.,8-Feb-17,,pos,booking
Gym is closed on sunday,6-Feb-17,,neg,booking
Food and drinks,6-Feb-17,,pos,booking
>the rooms were very far from the reception area  restaurant and other facilities I was not offered(or maybe I should have requested a room facing the lake) >there was no bidet in the toilet >limited choices for breakfast,5-Feb-17,,neg,booking
View  accomodation and staff,5-Feb-17,,pos,booking
Needs more facilities for kids..,4-Feb-17,,neg,booking
>the family room the I got is very comfortable for family with 4-6 adults and 2-4 kids >very big and spacious >good view of the lake and volcano >very near to malls and skyranch,4-Feb-17,,pos,booking
The service could have been better  especially in the restaurant.,3-Feb-17,81,neg,booking
Friendly staff and the proximity to sky ranch,3-Feb-17,81,pos,booking
I expected to have rooms facing taal lake.,3-Feb-17,88,neg,booking
Location and facilities are amazing. We had a wonderful family room.,3-Feb-17,88,pos,booking
rooms are getting dated could do with a face lift  especially the bathroom. Ground floor room but the windows were dirty on the outside?,2-Feb-17,88,neg,booking
The staff are great.  You will feel good seeing their good smile at all times including the security personnel. Plus points is the easy access from hotel to SKYRANCH.,2-Feb-17,88,pos,booking
I wish the staff told me at check-in I had a choice between the Lake View Wing and the Mountain View Wing  and I wish someone had been honest about the unexciting view from the Mountain View Wing! (Too much to wish for  but still...),2-Feb-17,92,neg,booking
Location is brilliant  staff were very helpful and attentive without being intrusive  Food was of a very high standard and excellently presented which more than compensates for a what some may see as a limited menu.,2-Feb-17,92,pos,booking
Taal Vista Hotel is an awesome hotel. The view and location of hotel is perfect. I like that fact that there are securities in the area and in the middle of Tagaytay city.,1-Feb-17,92,pos,booking
The toilets have no bidet for hygiene purposes.,31-Jan-17,,neg,booking
The food are delicious and there are many choices.  We didn't get the nice view of the lake due to limited rooms available,31-Jan-17,,pos,booking
None,31-Jan-17,,neg,booking
Good and Variety of food  Friendly staff,31-Jan-17,,pos,booking
the lobby cafe was too small that we did not have any space when we visited the area  after our dinner outside....,30-Jan-17,,neg,booking
view / weather,30-Jan-17,,pos,booking
we weren't able to have our breakfast at veranda because it was full. room keys didn't work properly.,29-Jan-17,,neg,booking
every member of the staff i encountered was courteous and helpful. joyce of veranda went above and beyond when i requested for a cup of bulalo broth to be served in another restaurant.,29-Jan-17,,pos,booking
I think more attraction for kids,28-Jan-17,81,neg,booking
Great!!!,28-Jan-17,81,pos,booking
Sometimes the heated water was not hot enough,27-Jan-17,75,neg,booking
room food view,27-Jan-17,75,pos,booking
The elevator near our room/ in our floor broke down on our second day. We have a baby and a stroller so it was a bit of a hassle to use the stairs. Fortunately it was fixed within the day.,26-Jan-17,75,neg,booking
I like the location and its near fun ranch,26-Jan-17,75,pos,booking
The food and the ambiance,24-Jan-17,92,pos,booking
The whole ambience of the hotel was pleasant and the hotel employees are friendly and helpful. The food was okay.,23-Jan-17,75,pos,booking
Taal Vista Hotel continues to be the best established hotel in Tagaytay City. Its been there for decades and the service and facilities remain fresh. It also remains to be one of the best located hotel/resorts in town  with the best view along Tagaytay ridge. The rooms are spacious and the staff are extremely friendly. I booked multiple rooms for family who were visiting from the US and all were extremely happy with their accommodation for the weekend! Parking was never a problem  though they do not have valet service.,22-Jan-17,79,pos,booking
